Company,EntryDate,ExitDate,HoldingYears,PairingNotes,Entry_DealType,Entry_DealType2,Entry_DealType3,Entry_DealSize,Entry_Sponsor,Exit_DealType,Exit_DealType2,Exit_DealType3,Exit_DealSize,Exit_Sponsor,EntryYear,ExitYear
ais network,2010-06-23,2018-08-01,8.106776180698152,SingleEntrySingleExit,buyout/lbo,,,,,merger/acquisition,,,,,2010,2018
ajax rolled ring and machine,2008-04-04,2014-10-10,6.5160848733744015,SingleEntrySingleExit,buyout/lbo,secondary buyout,recapitalization,75.07,prospect capital management(bart debie),merger/acquisition,,,,forgiatura moderna acciai speciali(jacopo guzzoni),2008,2014
akqa leap,2007-03-20,2012-06-20,5.253935660506502,SingleEntryMultipleExits,buyout/lbo,,,250.0,general atlantic(anton levy),merger/acquisition,,,540.0,wpp (lon: wpp)(martin sorrell),2007,2012
akqa leap,2007-03-20,2021-09-30,14.532511978097194,SingleEntryMultipleExits,buyout/lbo,,,250.0,general atlantic(anton levy),merger/acquisition,corporate divestiture,,,essence digital(gangs gangadhar),2007,2021
akrion systems,2008-09-26,2018-01-16,9.305954825462011,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,bayside capital(adam schimel),merger/acquisition,,,15.0,naura (she: 002371),2008,2018
aladdin food management services,2008-04-10,2008-06-01,0.14236824093086928,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,gryphon investors(nicholas orum),merger/acquisition,,,,elior group (par: elior),2008,2008
alanizmetrogroup,2005-08-01,2014-12-17,9.377138945927447,MultipleEntriesSingleExit,buyout/lbo,corporate divestiture,,,the stephens group,merger of equals,,,,innovairre communications(don mckenzie),2005,2014
alarm.com holdings (nas: alrm),2009-02-13,2015-06-26,6.362765229295003,SingleEntrySingleExit,buyout/lbo,management buyout,corporate divestiture,27.7,"abs capital partners(ralph terkowitz), backbone capital, egis capital partners, equis capital partners, spire capital, tarpon towers",ipo,,,98.0,,2009,2015
albertsons companies (nys: aci),2013-01-10,2020-06-26,7.457905544147844,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,100.0,cerberus capital management(lisa gray),ipo,,,800.0,,2013,2020
albertville quality foods,2010-03-08,2017-07-31,7.397672826830938,SingleEntrySingleExit,buyout/lbo,management buyout,secondary buyout,,h.i.g. capital(richard stokes),merger/acquisition,,,140.0,ok foods,2010,2017
aldik artificial flower,2007-03-19,2008-11-14,1.6591375770020533,SingleEntrySingleExit,buyout/lbo,management buyout,secondary buyout,,encore consumer capital,merger/acquisition,,,,the mitchell import,2007,2008
aleris,2006-12-19,2020-04-14,13.319644079397673,SingleEntrySingleExit,buyout/lbo,public to private,,3300.0,"eqt (sto: eqt), tpg (nas: tpg)",merger/acquisition,,,780.0,novelis(steven fisher),2006,2020
aliante casino hotel and spa,2011-03-10,2016-09-27,5.552361396303901,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,,"apollo asset management (nys: apo), tpg (nas: tpg)",merger/acquisition,,,372.3,boyd gaming (nys: byd)(keith smith),2011,2016
alias systems,2004-06-15,2006-01-10,1.571526351813826,SingleEntrySingleExit,buyout/lbo,management buyout,,57.5,"accel-kkr(ben bisconti), ontario teachers' pension plan",merger/acquisition,,,196.8,autodesk (nas: adsk)(carl bass),2004,2006
alibris,2006-05-08,2010-02-01,3.7371663244353184,SingleEntrySingleExit,buyout/lbo,,,,oak hill capital,merger/acquisition,,,,monsoon (portland),2006,2010
alight solutions (nys: alit),2017-05-01,2021-07-02,4.16974674880219,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,4800.0,"abu dhabi investment authority, blackstone (nys: bx)(david kestnbaum), gic private, new mountain capital",reverse merger,,,300.0,foley trasimene acquisition(william foley),2017,2021
align aerospace,2011-08-29,2015-03-31,3.586584531143053,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,155.0,greenbriar equity group(noah roy),merger/acquisition,,,,aviation industry corporation of china(wu guangquan),2011,2015
align financial holdings,2009-10-01,2021-10-12,12.030116358658454,SingleEntryMultipleExits,buyout/lbo,management buyout,corporate divestiture,,rockbrook advisors(grant lippincott),merger/acquisition,,,800.0,dual north america(james o'connor),2009,2021
alion science and technology,2015-08-19,2021-08-19,6.0013689253935665,SingleEntryMultipleExits,buyout/lbo,,,715.0,veritas capital fund management,merger/acquisition,,,1780.0,huntington ingalls industries (nys: hii)(andy green),2015,2021
alion science and technology,2015-08-19,2022-12-30,7.364818617385352,SingleEntryMultipleExits,buyout/lbo,,,715.0,veritas capital fund management,merger/acquisition,corporate divestiture,,,,2015,2022
all aboard america! holdings,2016-12-14,2023-06-01,6.461327857631759,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,tensile capital management(douglas dossey),merger/acquisition,,,340.06,kelsian group (asx: kls)(clint feuerherdt),2016,2023
all flex,2011-01-11,2020-06-01,9.388090349075975,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,granite partners (saint cloud)(arthur monaghan),merger/acquisition,,,,,2011,2020
all island media,2010-11-02,2020-09-01,9.831622176591376,SingleEntryMultipleExits,buyout/lbo,secondary buyout,,26.0,"granite bridge partners, midwest mezzanine funds",merger/acquisition,,,,,2010,2020
all island media,2010-11-02,2024-01-01,13.163586584531142,SingleEntryMultipleExits,buyout/lbo,secondary buyout,,26.0,"granite bridge partners, midwest mezzanine funds",merger/acquisition,,,,money mailer,2010,2024
all sport,2018-01-01,2020-01-22,2.0561259411362083,MultipleEntriesMultipleExits,buyout/lbo,add-on,corporate divestiture,,"bdt & company (private equity), jab holding company, keurig dr pepper (nas: kdp)",merger/acquisition,corporate divestiture,,,jel sert(ken wegner),2018,2020
all-star equipment rental of naples,2020-09-22,2022-10-12,2.0533880903490758,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,,hunter street partners(neal johnson),merger/acquisition,,,,herc holdings (nys: hri),2020,2022
allbusiness.com,2000-12-19,2007-12-04,6.95687885010267,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,"american express (nys: axp), kleiner perkins, kohlberg kravis roberts (nys: kkr)",merger/acquisition,corporate divestiture,,55.0,dun & bradstreet holdings (nys: dnb),2000,2007
allcell,2020-01-01,2022-03-04,2.1711156741957565,SingleEntrySingleExit,buyout/lbo,,,,townsend capital,merger/acquisition,,,15.0,beam (transportation) (nas: beem)(desmond wheatley),2020,2022
allen edmonds,2013-11-30,2016-12-13,3.0362765229295,SingleEntrySingleExit,buyout/lbo,secondary buyout,,200.0,"brentwood associates(steven moore), the cambria group",merger/acquisition,,,260.6,caleres (nys: cal)(diane sullivan),2013,2016
allflex usa,2013-07-18,2019-04-01,5.702943189596167,SingleEntrySingleExit,buyout/lbo,secondary buyout,,1350.0,"alexander square partners, bc partners(jean-baptiste wautier), epiris(alexander cooper-evans)",merger/acquisition,,,2300.0,merck & co. (nys: mrk)(kenneth frazier),2013,2019
allheart,2009-03-04,2018-01-01,8.829568788501026,SingleEntrySingleExit,buyout/lbo,,,,blackstreet capital management,merger/acquisition,,,,,2009,2018
alliance entertainment (nas: aent),2010-09-01,2013-09-05,3.0116358658453115,SingleEntryMultipleExits,buyout/lbo,secondary buyout,,73.0,"platinum equity(johnny lopez), the gores group(jon gimbel)",merger/acquisition,,,,super d(bruce ogilvie),2010,2013
alliance entertainment (nas: aent),2010-09-01,2023-02-13,12.451745379876797,SingleEntryMultipleExits,buyout/lbo,secondary buyout,,73.0,"platinum equity(johnny lopez), the gores group(jon gimbel)",reverse merger,,,117.0,"adara acquisition(thomas finke), blystone and donaldson",2010,2023
alliance global services,2008-05-07,2015-11-16,7.526351813826146,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,saints capital(kenneth sawyer),merger/acquisition,,,51.85,epam systems (nys: epam)(arkadiy dobkin),2008,2015
alliant national title insurance,2018-03-26,2025-04-18,7.063655030800821,SingleEntryMultipleExits,buyout/lbo,,,,"harris preston & partners, presidio investors(christian puscasiu)",merger/acquisition,,,,dream finders homes (nys: dfh)(patrick zalupski),2018,2025
allied 100,2014-12-03,2021-09-03,6.751540041067762,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,"fidus capital, ridgemont equity partners(scott poole)",merger/acquisition,,,290.0,aed.com,2014,2021
allied vaughn,1998-09-25,2001-01-19,2.31895961670089,SingleEntrySingleExit,buyout/lbo,public to private,,68.1,court square,merger/acquisition,,,25.0,,1998,2001
alliedbarton security services,2000-03-01,2003-01-01,2.836413415468857,MultipleEntriesMultipleExits,buyout/lbo,,,,gryphon investors,merger/acquisition,,,268.0,macandrews & forbes,2000,2003
alliedbarton security services,2015-12-02,2016-08-01,0.6652977412731006,MultipleEntriesMultipleExits,buyout/lbo,management buyout,secondary buyout,1680.0,wendel group (par: mf)(frédéric lemoine),merger/acquisition,,,,allied universal(steven jones),2015,2016
allion healthcare,2010-01-13,2012-08-20,2.6009582477754964,MultipleEntriesMultipleExits,buyout/lbo,secondary buyout,,199.0,"falcon investments, h.i.g. capital",merger/acquisition,,,,aids healthcare foundation(jonathan petrus),2010,2012
allison transmission holdings (nys: alsn),2007-08-07,2012-03-15,4.605065023956194,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,5575.0,"ardian, onex (private equity) (tse: onex), the carlyle group (nas: cg)(gregory ledford)",ipo,,,600.3,,2007,2012
allmed healthcare management,2015-05-21,2023-01-01,7.616700889801506,SingleEntrySingleExit,buyout/lbo,management buyout,corporate divestiture,,reppert capital partners(todd reppert),merger/acquisition,,,,,2015,2023
alloy media marketing,2010-11-09,2012-06-11,1.5879534565366187,SingleEntryMultipleExits,buyout/lbo,secondary buyout,public to private,126.3,"genspring family offices, natixis private equity, solebury capital, zmc(strauss zelnick)",merger/acquisition,,,,warner bros. entertainment,2010,2012
alloy media marketing,2010-11-09,2013-10-08,2.9130732375085557,SingleEntryMultipleExits,buyout/lbo,secondary buyout,public to private,126.3,"genspring family offices, natixis private equity, solebury capital, zmc(strauss zelnick)",merger of equals,,,,defy media,2010,2013
allrig,2013-02-20,2021-12-01,8.777549623545516,SingleEntrySingleExit,buyout/lbo,,,20.0,clyde blowers capital(james mccoll obe),merger/acquisition,,,,,2013,2021
alltel,2007-11-16,2009-01-09,1.1498973305954825,SingleEntryMultipleExits,buyout/lbo,public to private,,27500.0,"goldman sachs asset management, tpg (nas: tpg)",merger/acquisition,,,28100.0,"verizon wireless, verizon wireless (certain assets), vodafone group (lon: vod)",2007,2009
alltel,2007-11-16,2013-09-01,5.793292265571527,SingleEntryMultipleExits,buyout/lbo,public to private,,27500.0,"goldman sachs asset management, tpg (nas: tpg)",merger/acquisition,corporate divestiture,,,at&t (nys: t)(andrew geisse),2007,2013
alltrust networks,2008-03-06,2020-07-15,12.358658453114305,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,5.5,slate capital group,merger/acquisition,,,,valsoft corporation(ouissam youssef),2008,2020
alphagraphics,2012-01-17,2014-10-01,2.704996577686516,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,blackstreet capital management(lawrence berger),merger/acquisition,,,,western capital resources (pinx: wcrs)(john quandahl),2012,2014
alphagraphics,2012-01-17,2017-10-03,5.711156741957564,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,blackstreet capital management(lawrence berger),merger/acquisition,corporate divestiture,,61.5,fortidia(paolo fiorelli),2012,2017
alsay,2009-05-01,2017-12-01,8.58590006844627,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,"lone star investment advisors, venquest capital partners",merger/acquisition,,,,,2009,2017
alterian,2016-11-03,2024-05-01,7.490759753593429,SingleEntryMultipleExits,buyout/lbo,management buyout,corporate divestiture,2.96,allomer capital group(steven chang),merger/acquisition,,,,,2016,2024
alterra mountain,2006-10-26,2014-01-31,7.266255989048597,MultipleEntriesSingleExit,buyout/lbo,public to private,,3500.0,fortress investment group(wesley edens),ipo,,,187.5,,2006,2014
altium packaging,2012-07-03,2017-05-22,4.884325804243669,SingleEntrySingleExit,buyout/lbo,secondary buyout,,800.0,bain capital(seth meisel),merger/acquisition,,,1223.0,loews (nys: l)(james tisch),2012,2017
altura communication solutions,2011-03-22,2021-03-01,9.943874058863791,MultipleEntriesSingleExit,buyout/lbo,management buyout,secondary buyout,,"eih capital advisors, harris preston & partners, silver oak services partners(gregory barr)",merger/acquisition,,,,waterfield tech(steve kezirian),2011,2021
ambassador hotel waikiki,2014-04-03,2022-03-01,7.909650924024641,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,71.5,walton street capital(eric mogentale),merger/acquisition,,,,,2014,2022
ambrx,2015-06-17,2021-06-18,6.0041067761806985,SingleEntryMultipleExits,buyout/lbo,,,125.0,"china everbright (hkg: 00165), fosun pharma (shg: 600196), hopu (hong kong)(cliff chau), wuxi apptec (shg: 603259)(ge li)",ipo,,,126.0,,2015,2021
ambrx,2015-06-17,2024-03-07,8.722792607802875,SingleEntryMultipleExits,buyout/lbo,,,125.0,"china everbright (hkg: 00165), fosun pharma (shg: 600196), hopu (hong kong)(cliff chau), wuxi apptec (shg: 603259)(ge li)",merger/acquisition,,,2300.0,johnson & johnson (nys: jnj)(yusri elsayed),2015,2024
amc entertainment holdings (nys: amc),2004-12-23,2012-09-04,7.698836413415469,SingleEntryMultipleExits,buyout/lbo,public to private,,1670.0,"apollo asset management (nys: apo), bain capital, caisse de dépôt et placement du québec, carlyle alpinvest, ccmp capital advisors(stephen murray), lexington partners, sandler capital management, spectrum equity, ssb capital partners, the beekman group, the carlyle group (nas: cg)(eliot merrill), weston presidio",merger/acquisition,,,2660.0,dalian wanda group(jianlin wang),2004,2012
amc entertainment holdings (nys: amc),2004-12-23,2013-12-18,8.985626283367557,SingleEntryMultipleExits,buyout/lbo,public to private,,1670.0,"apollo asset management (nys: apo), bain capital, caisse de dépôt et placement du québec, carlyle alpinvest, ccmp capital advisors(stephen murray), lexington partners, sandler capital management, spectrum equity, ssb capital partners, the beekman group, the carlyle group (nas: cg)(eliot merrill), weston presidio",ipo,,,331.58,,2004,2013
amcom software,2010-01-04,2011-03-03,1.158110882956879,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,"norwest equity partners(thomas schauerman), split rock partners(michael gorman), tyree & d'angelo partners",merger/acquisition,,,141.6,spok (nas: spok),2010,2011
ameda,2012-12-04,2022-12-30,10.069815195071868,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,,"crimson investment, maranon capital(gregory long)",merger/acquisition,,,,international biomedical(joe najmi),2012,2022
amercable,2007-06-29,2012-02-29,4.670773442847365,MultipleEntriesMultipleExits,buyout/lbo,secondary buyout,,212.0,quintana capital group,merger/acquisition,,,275.0,nexans (par: nex),2007,2012
amercable,2007-06-29,2025-01-02,17.51403148528405,MultipleEntriesMultipleExits,buyout/lbo,secondary buyout,,212.0,quintana capital group,merger/acquisition,corporate divestiture,,280.0,mattr infratech (tse: matr)(michael reeves),2007,2025
america's water heater rentals,2007-06-01,2013-09-05,6.264202600958248,SingleEntrySingleExit,buyout/lbo,secondary buyout,,95.0,macquarie asset management,merger/acquisition,,,30.0,direct energy(badar khan),2007,2013
american casino & entertainment properties,2007-04-23,2017-10-20,10.494182067077345,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,1300.0,goldman sachs asset management,merger/acquisition,,,787.6,golden entertainment (nas: gden)(blake sartini),2007,2017
american civil constructors,2009-02-02,2018-09-25,9.64271047227926,SingleEntryMultipleExits,buyout/lbo,public to private,,61.3,insight equity(conner searcy),merger/acquisition,,,365.5,infrastructure and energy alternatives(john roehm),2009,2018
